说明,本表对应 Blood/ResNet/K=3/beta=0.01 的 output-probability t-SNE；LAMP-Merge 概率由 gamma=0.55、s=18.75、tau=2.5、lambda=4.25 正式 checkpoint 重新推理，三个通用基线保持论文原实验概率向量，并在共享 t-SNE 平面重新拟合。
Dataset,Backbone,K,Beta,Method,Sample index,True label,t-SNE x,t-SNE y,Probability class 0,Probability class 1,Probability class 2,Probability class 3,Probability class 4,Probability class 5,Probability class 6,Probability class 7
Blood,ResNet,3,0.01,LAMP-Merge,155,6,-51.036533,-55.937977,0.00000029,0.10511524,0.00005133,0.00036617,0.00000890,0.00012432,0.89433372,0.00000004
Blood,ResNet,3,0.01,LAMP-Merge,156,1,-8.184066,-92.933136,0.00000761,0.80382699,0.00002925,0.00065147,0.00009688,0.00007736,0.19531021,0.00000034
Blood,ResNet,3,0.01,LAMP-Merge,157,7,-87.906212,5.182385,0.00000051,0.00000011,0.00630518,0.00000088,0.00014175,0.00000000,0.00000019,0.99355137
Blood,ResNet,3,0.01,LAMP-Merge,158,4,0.377350,41.722488,0.00581530,0.00007643,0.05083643,0.00564107,0.89424175,0.00001198,0.00002643,0.04335054
Blood,ResNet,3,0.01,LAMP-Merge,159,1,-10.830096,-91.350883,0.00090133,0.76778090,0.00094237,0.00208074,0.00783270,0.00217682,0.21691805,0.00136719
Blood,ResNet,3,0.01,LAMP-Merge,160,1,-3.088974,-93.001541,0.00009860,0.82997429,0.00001570,0.01461112,0.00020456,0.01414431,0.14095137,0.00000006
Blood,ResNet,3,0.01,LAMP-Merge,161,3,45.052841,6.868638,0.00001895,0.00358079,0.00000001,0.01006566,0.00000029,0.98533773,0.00099657,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,162,1,33.576195,18.399658,0.35032341,0.04850065,0.00001833,0.00433457,0.00081995,0.55468798,0.04131455,0.00000061
Blood,ResNet,3,0.01,LAMP-Merge,163,3,60.820805,21.186504,0.06784412,0.09419368,0.00525314,0.63604242,0.08340769,0.03218721,0.08053002,0.00054167
Blood,ResNet,3,0.01,LAMP-Merge,164,0,18.294724,18.006826,0.99881232,0.00000002,0.00000016,0.00003726,0.00113761,0.00001262,0.00000001,0.00000005
Blood,ResNet,3,0.01,LAMP-Merge,165,7,-76.512047,27.192039,0.00000024,0.00000977,0.20016341,0.00000159,0.00080530,0.00000001,0.00006462,0.79895502
Blood,ResNet,3,0.01,LAMP-Merge,166,1,6.115059,-90.342445,0.00420510,0.88668919,0.00006725,0.01679983,0.00570140,0.02051179,0.06602421,0.00000119
Blood,ResNet,3,0.01,LAMP-Merge,167,6,-57.931206,-52.782791,0.00006021,0.04804716,0.05770841,0.00748676,0.01332299,0.00025460,0.87307084,0.00004905
Blood,ResNet,3,0.01,LAMP-Merge,168,7,-83.410446,-14.554533,0.00000000,0.00000000,0.00056851,0.00000000,0.00000201,0.00000000,0.00000000,0.99942940
Blood,ResNet,3,0.01,LAMP-Merge,169,5,55.184517,29.888643,0.00105386,0.02418778,0.00000152,0.69711262,0.00056554,0.27639461,0.00068413,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,170,3,47.892651,25.421799,0.01029010,0.00000864,0.00000000,0.34480435,0.00001926,0.64487755,0.00000015,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,171,7,-86.899765,-11.389030,0.00000009,0.00000004,0.00092873,0.00000006,0.00005068,0.00000000,0.00000008,0.99902046
Blood,ResNet,3,0.01,LAMP-Merge,172,3,62.508240,11.529566,0.00088077,0.00384255,0.02136688,0.82771093,0.14400809,0.00056576,0.00111486,0.00051009
Blood,ResNet,3,0.01,LAMP-Merge,173,6,-27.240805,-79.480606,0.00008088,0.45417464,0.01818869,0.02002031,0.00206275,0.00013753,0.50528646,0.00004876
Blood,ResNet,3,0.01,LAMP-Merge,174,5,-1.975632,-86.690231,0.00296498,0.76341569,0.00001357,0.06605927,0.00244595,0.07767074,0.08742889,0.00000089
Blood,ResNet,3,0.01,LAMP-Merge,175,5,46.680767,-2.566446,0.00007209,0.00001363,0.00000000,0.00017589,0.00000059,0.99973041,0.00000741,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,176,6,-50.018124,-57.561195,0.00000007,0.11414786,0.00058427,0.00008908,0.00000441,0.00000936,0.88516444,0.00000053
Blood,ResNet,3,0.01,LAMP-Merge,177,6,-40.537228,-70.976707,0.00000040,0.24876918,0.00060743,0.00014206,0.00002870,0.00000092,0.75043958,0.00001178
Blood,ResNet,3,0.01,LAMP-Merge,178,6,-38.228050,-63.031639,0.00001210,0.08556210,0.14310054,0.00246274,0.00139606,0.00000198,0.73187131,0.03559310
Blood,ResNet,3,0.01,LAMP-Merge,179,1,-75.013245,29.889872,0.00000452,0.01455657,0.30541837,0.00010040,0.00535944,0.00000020,0.02720500,0.64735544
Blood,ResNet,3,0.01,LAMP-Merge,180,1,3.741280,48.795937,0.00058177,0.13318546,0.35928130,0.01865911,0.31381094,0.00003124,0.07849248,0.09595770
Blood,ResNet,3,0.01,LAMP-Merge,181,7,-82.134880,18.668451,0.00002549,0.00002526,0.03605085,0.00017744,0.00433549,0.00000022,0.00001242,0.95937270
Blood,ResNet,3,0.01,LAMP-Merge,182,7,-70.869896,34.350231,0.01595011,0.00001393,0.63039917,0.00684834,0.06946832,0.00001323,0.00003160,0.27727526
Blood,ResNet,3,0.01,LAMP-Merge,183,1,-19.721458,-84.501808,0.00001709,0.63110769,0.00002037,0.00509261,0.00005740,0.00085560,0.36284906,0.00000023
Blood,ResNet,3,0.01,LAMP-Merge,184,7,-82.053917,18.752993,0.00002656,0.00000817,0.03691561,0.00003510,0.00401050,0.00000009,0.00001229,0.95899165
Blood,ResNet,3,0.01,LAMP-Merge,185,1,4.600875,-89.190430,0.00790588,0.86923933,0.00043358,0.07502489,0.01066135,0.01049911,0.02623514,0.00000079
Blood,ResNet,3,0.01,LAMP-Merge,186,5,44.503803,19.648640,0.03265182,0.00007812,0.00000019,0.22103366,0.00063628,0.74559391,0.00000605,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,187,4,-66.178421,39.784496,0.00000168,0.00030017,0.92551887,0.00052773,0.00821529,0.00000036,0.00018799,0.06524790
Blood,ResNet,3,0.01,LAMP-Merge,188,2,-70.019325,35.501667,0.00000318,0.00005030,0.75410116,0.00003506,0.00167667,0.00000026,0.00065180,0.24348152
Blood,ResNet,3,0.01,LAMP-Merge,189,5,44.310535,18.650497,0.00541683,0.00017334,0.00000001,0.18568170,0.00084435,0.80788249,0.00000123,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,190,7,-84.266716,13.929538,0.00000620,0.00003591,0.01921337,0.00000372,0.00183776,0.00000003,0.00006149,0.97884148
Blood,ResNet,3,0.01,LAMP-Merge,191,1,-22.271757,-82.550949,0.00000465,0.58332020,0.00138592,0.00153958,0.00009915,0.00009638,0.41355395,0.00000010
Blood,ResNet,3,0.01,LAMP-Merge,192,6,-72.150726,32.326496,0.00043880,0.01761469,0.46447352,0.00379818,0.06854187,0.00003104,0.07593379,0.36916813
Blood,ResNet,3,0.01,LAMP-Merge,193,3,35.565502,41.180489,0.00064433,0.26690671,0.00000111,0.19103509,0.00005558,0.47511619,0.06624094,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,194,6,-33.022564,-76.567421,0.00000495,0.35698569,0.00000868,0.00641949,0.00001232,0.00170557,0.63486332,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,195,2,-64.706306,50.357243,0.00000075,0.00006827,0.99850887,0.00002896,0.00019471,0.00000011,0.00030268,0.00089566
Blood,ResNet,3,0.01,LAMP-Merge,196,7,-83.448845,15.336155,0.00000102,0.00000046,0.02395661,0.00000274,0.00060834,0.00000000,0.00000039,0.97543043
Blood,ResNet,3,0.01,LAMP-Merge,197,3,43.091370,13.826819,0.00756050,0.00065127,0.00000244,0.06275602,0.00101048,0.92784584,0.00017346,0.00000001
Blood,ResNet,3,0.01,LAMP-Merge,198,1,-22.911707,-82.163025,0.00000680,0.56865346,0.00005507,0.00025208,0.00001173,0.00128040,0.42974022,0.00000022
Blood,ResNet,3,0.01,LAMP-Merge,199,7,-88.892754,2.775913,0.00000007,0.00000012,0.00461719,0.00000015,0.00013917,0.00000000,0.00000061,0.99524271
Blood,ResNet,3,0.01,LAMP-Merge,200,6,-41.710278,-69.859596,0.00000102,0.22986348,0.00067460,0.00066313,0.00002113,0.00008311,0.76869345,0.00000003
Blood,ResNet,3,0.01,LAMP-Merge,201,4,-0.440766,39.635639,0.00140731,0.00198312,0.01650465,0.02191154,0.94874567,0.00065663,0.00168513,0.00710604
Blood,ResNet,3,0.01,LAMP-Merge,202,5,28.577496,27.626417,0.63293779,0.00001659,0.00017321,0.04082018,0.01174256,0.31416950,0.00014003,0.00000022
Blood,ResNet,3,0.01,LAMP-Merge,203,3,52.750832,32.676247,0.21823899,0.00000142,0.00000013,0.53431833,0.00095373,0.24648722,0.00000017,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,204,6,-60.848911,-38.884682,0.00000034,0.04552814,0.00014251,0.00027871,0.00001183,0.00004345,0.95399505,0.00000001
Blood,ResNet,3,0.01,LAMP-Merge,205,6,-46.046688,-63.115910,0.00007891,0.14304659,0.00977605,0.01525251,0.00216312,0.00012523,0.82937944,0.00017814
Blood,ResNet,3,0.01,LAMP-Merge,206,1,-5.497851,-87.343735,0.00458877,0.78860432,0.00053483,0.08556198,0.00855199,0.00273703,0.10941625,0.00000480
Blood,ResNet,3,0.01,LAMP-Merge,207,6,-37.689766,-73.508690,0.00000908,0.28419462,0.00001600,0.00204153,0.00001516,0.00681133,0.70691222,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,208,0,13.072131,42.954521,0.00558796,0.01006990,0.02209307,0.47967032,0.25051841,0.00001669,0.00136969,0.23067395
Blood,ResNet,3,0.01,LAMP-Merge,209,3,-22.878517,-82.114525,0.00001047,0.56116509,0.00162729,0.01303125,0.00117990,0.00011147,0.42287281,0.00000175
Blood,ResNet,3,0.01,LAMP-Merge,210,1,-39.448322,-71.879166,0.00004236,0.25691035,0.00000939,0.00580632,0.00001242,0.00432155,0.73289764,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,211,1,46.568813,7.210904,0.00025858,0.01374130,0.00000000,0.00098531,0.00000175,0.98421520,0.00079785,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,212,1,-9.109085,-83.986382,0.00277417,0.59121275,0.12168293,0.10792032,0.10836089,0.00094155,0.06679334,0.00031401
Blood,ResNet,3,0.01,LAMP-Merge,213,5,44.429451,20.011383,0.00116124,0.04822976,0.00000035,0.21427405,0.00014987,0.71357077,0.02261397,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,214,6,-25.222481,-80.802422,0.00001215,0.51895213,0.00006596,0.00237796,0.00010083,0.00177200,0.47671890,0.00000001
Blood,ResNet,3,0.01,LAMP-Merge,215,6,-47.746605,-60.495941,0.00000045,0.12676297,0.01375059,0.00005913,0.00004331,0.00000257,0.85930336,0.00007765
Blood,ResNet,3,0.01,LAMP-Merge,216,0,24.632780,27.300879,0.79394621,0.00037570,0.00000413,0.04288297,0.02902315,0.13375707,0.00001072,0.00000006
Blood,ResNet,3,0.01,LAMP-Merge,217,2,-62.378262,50.200836,0.00004483,0.00023872,0.99224973,0.00007032,0.00105292,0.00004954,0.00608817,0.00020584
Blood,ResNet,3,0.01,LAMP-Merge,218,6,-48.895809,-59.354122,0.00000130,0.12433615,0.00023455,0.00127670,0.00002069,0.00012667,0.87400389,0.00000007
Blood,ResNet,3,0.01,LAMP-Merge,219,5,64.348824,8.267927,0.00600969,0.00225710,0.00135720,0.89421982,0.09275489,0.00237152,0.00052357,0.00050621
Blood,ResNet,3,0.01,LAMP-Merge,220,3,48.947060,27.128504,0.04489741,0.00146097,0.00000033,0.43821770,0.00028672,0.51507181,0.00006503,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,221,1,-0.545183,-94.309181,0.00000257,0.86460727,0.00001629,0.00285282,0.00002838,0.00030278,0.13218981,0.00000002
Blood,ResNet,3,0.01,LAMP-Merge,222,1,4.616573,-89.621552,0.00066833,0.86889809,0.00040919,0.06169945,0.00618349,0.00471500,0.05742559,0.00000091
Blood,ResNet,3,0.01,LAMP-Merge,223,2,-75.822830,29.182289,0.00004862,0.00000926,0.25473964,0.00052950,0.05140170,0.00000005,0.00000835,0.69326288
Blood,ResNet,3,0.01,LAMP-Merge,224,6,-65.757874,-33.798424,0.00000385,0.02696866,0.00014428,0.00001088,0.00005602,0.00042441,0.97239143,0.00000045
Blood,ResNet,3,0.01,LAMP-Merge,225,3,30.741533,29.138327,0.48470795,0.00181288,0.00000369,0.25806358,0.01623388,0.23902696,0.00015093,0.00000007
Blood,ResNet,3,0.01,LAMP-Merge,226,3,73.057854,-0.960403,0.00863803,0.04971148,0.00034770,0.92186803,0.00718186,0.00339377,0.00884868,0.00001039
Blood,ResNet,3,0.01,LAMP-Merge,227,7,-86.556168,9.779893,0.00001650,0.00000095,0.01007983,0.00000343,0.00168179,0.00000001,0.00000140,0.98821610
Blood,ResNet,3,0.01,LAMP-Merge,228,7,-80.434036,21.476826,0.00000406,0.00015493,0.06272554,0.00001111,0.00084577,0.00000072,0.00076137,0.93549645
Blood,ResNet,3,0.01,LAMP-Merge,229,3,54.486816,29.950111,0.03314856,0.00004895,0.00000003,0.67552835,0.00046171,0.29081169,0.00000073,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,230,6,-35.595459,-69.944199,0.00547217,0.13690615,0.00021756,0.10255830,0.00062097,0.04806298,0.70616180,0.00000016
Blood,ResNet,3,0.01,LAMP-Merge,231,7,-80.098190,-17.244484,0.00000001,0.00000000,0.00017213,0.00000000,0.00000206,0.00000000,0.00000000,0.99982578
Blood,ResNet,3,0.01,LAMP-Merge,232,6,-30.199747,-75.960388,0.00003497,0.36513805,0.00000034,0.00365232,0.00000293,0.09144998,0.53972143,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,233,3,54.013111,29.796354,0.01699586,0.00021180,0.00000144,0.66755128,0.00017142,0.31505233,0.00001590,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,234,1,-3.793260,-89.865311,0.00244329,0.78342164,0.00644228,0.00338088,0.06414840,0.00099379,0.13431016,0.00485955
Blood,ResNet,3,0.01,LAMP-Merge,235,3,81.649055,-7.759706,0.00046709,0.00027371,0.00000009,0.94223237,0.00002367,0.05698663,0.00001641,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,236,7,-89.770317,-5.789993,0.00000000,0.00000002,0.00194977,0.00000001,0.00000926,0.00000000,0.00000010,0.99804085
Blood,ResNet,3,0.01,LAMP-Merge,237,7,-88.113457,-9.793379,0.00000003,0.00000006,0.00115032,0.00000012,0.00006744,0.00000000,0.00000008,0.99878198
Blood,ResNet,3,0.01,LAMP-Merge,238,0,10.252908,35.448437,0.34305182,0.00062970,0.00030100,0.07016631,0.58326596,0.00250961,0.00007493,0.00000072
Blood,ResNet,3,0.01,LAMP-Merge,239,6,-58.101776,-46.315914,0.00051284,0.05630089,0.00088850,0.01333514,0.00254467,0.00204898,0.92436892,0.00000009
Blood,ResNet,3,0.01,LAMP-Merge,240,0,64.744926,16.604328,0.19521248,0.03546631,0.00007290,0.62490636,0.12103000,0.02290838,0.00040329,0.00000028
Blood,ResNet,3,0.01,LAMP-Merge,241,3,59.435894,20.592102,0.00205461,0.07045578,0.00690116,0.57183027,0.08184183,0.01955143,0.24730150,0.00006344
Blood,ResNet,3,0.01,LAMP-Merge,242,6,-26.150110,-80.393394,0.00000055,0.50020051,0.00044588,0.00099256,0.00002320,0.00000595,0.49833030,0.00000103
Blood,ResNet,3,0.01,LAMP-Merge,243,5,39.449287,12.810362,0.05159587,0.00150827,0.00003742,0.02186991,0.00257914,0.92183000,0.00057831,0.00000109
Blood,ResNet,3,0.01,LAMP-Merge,244,0,26.027439,27.302309,0.74498135,0.00010442,0.00000001,0.00968840,0.00147493,0.24374953,0.00000132,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,245,6,-15.616932,62.076431,0.00009728,0.09378973,0.45477644,0.01013076,0.05832119,0.00001038,0.33780646,0.04506780
Blood,ResNet,3,0.01,LAMP-Merge,246,6,-58.974705,-41.501797,0.00000114,0.05179610,0.00000118,0.00013302,0.00000277,0.00168806,0.94637775,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,247,1,-1.168316,-91.073082,0.00013189,0.82814378,0.00565559,0.02830187,0.03856061,0.00021925,0.09875310,0.00023385
Blood,ResNet,3,0.01,LAMP-Merge,248,6,-35.058399,-62.755497,0.02851448,0.00852822,0.31086496,0.00769480,0.05677881,0.00346131,0.48676243,0.09739502
Blood,ResNet,3,0.01,LAMP-Merge,249,5,40.392483,9.976384,0.03466451,0.00000235,0.00000000,0.00134842,0.00042245,0.96356213,0.00000027,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,250,3,64.266800,8.932650,0.00422280,0.02339853,0.01134556,0.86894667,0.08726101,0.00033262,0.00200145,0.00249134
Blood,ResNet,3,0.01,LAMP-Merge,251,7,3.420840,46.772079,0.00995626,0.00006663,0.28099027,0.00548337,0.48560393,0.00000347,0.00005840,0.21783765
Blood,ResNet,3,0.01,LAMP-Merge,252,6,-40.794765,-70.751076,0.00000197,0.24486634,0.00020692,0.00049460,0.00016520,0.00009766,0.75416666,0.00000056
Blood,ResNet,3,0.01,LAMP-Merge,253,7,-87.599052,6.147821,0.00000107,0.00001515,0.00709863,0.00000086,0.00037850,0.00000001,0.00009956,0.99240631
Blood,ResNet,3,0.01,LAMP-Merge,254,1,19.488543,-87.039879,0.00000414,0.98015815,0.00000008,0.00523305,0.00001080,0.00874574,0.00584797,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,255,3,69.325600,-36.720680,0.00040823,0.00151517,0.00000113,0.99352950,0.00004690,0.00441613,0.00008295,0.00000001
Blood,ResNet,3,0.01,LAMP-Merge,256,6,-53.223701,-51.752171,0.00000775,0.08386203,0.00019306,0.00506011,0.00001932,0.00036640,0.91049123,0.00000011
Blood,ResNet,3,0.01,LAMP-Merge,257,1,-4.921141,-85.439552,0.00036668,0.72753143,0.00171320,0.21765269,0.00674655,0.00300404,0.04298509,0.00000027
Blood,ResNet,3,0.01,LAMP-Merge,258,1,-1.612589,-94.419930,0.00000024,0.85649014,0.00001265,0.00029185,0.00000879,0.00028194,0.14291452,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,259,2,-30.914145,67.423607,0.00096053,0.00726480,0.80747259,0.00321271,0.17156574,0.00003523,0.00238725,0.00710117
Blood,ResNet,3,0.01,LAMP-Merge,260,6,-62.233223,-41.119797,0.00075240,0.03070574,0.00061743,0.01067382,0.00430742,0.00770368,0.94520867,0.00003076
Blood,ResNet,3,0.01,LAMP-Merge,261,5,44.067211,19.797771,0.09453467,0.00000442,0.00000009,0.18291122,0.00019085,0.72235799,0.00000078,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,262,7,3.238734,46.039330,0.00699832,0.00012124,0.19164793,0.00383500,0.60786283,0.00000751,0.00002386,0.18950334
Blood,ResNet,3,0.01,LAMP-Merge,263,4,-1.888915,38.223843,0.01316778,0.00029775,0.01268702,0.00956119,0.96216404,0.00005476,0.00012149,0.00194591
Blood,ResNet,3,0.01,LAMP-Merge,264,6,-31.708160,-77.206917,0.00000687,0.38050169,0.00005092,0.00019030,0.00005468,0.01425572,0.60493976,0.00000005
Blood,ResNet,3,0.01,LAMP-Merge,265,7,-90.092300,-1.508430,0.00000007,0.00000004,0.00304841,0.00000029,0.00005096,0.00000000,0.00000008,0.99690032
Blood,ResNet,3,0.01,LAMP-Merge,266,3,34.114735,17.901628,0.31334576,0.00002383,0.00000000,0.05228669,0.00016405,0.63417947,0.00000015,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,267,7,-82.924858,-14.971595,0.00000000,0.00000000,0.00052245,0.00000000,0.00000168,0.00000000,0.00000000,0.99947590
Blood,ResNet,3,0.01,LAMP-Merge,268,5,81.855942,-7.420451,0.00029076,0.00189987,0.00000039,0.93549919,0.00011805,0.06216403,0.00002771,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,269,4,17.850809,31.779749,0.64966416,0.00001462,0.00001180,0.01473351,0.31262922,0.02294523,0.00000111,0.00000031
Blood,ResNet,3,0.01,LAMP-Merge,270,6,-39.625343,-71.724815,0.00001260,0.25723764,0.00142433,0.00402926,0.00064799,0.00009875,0.73654604,0.00000340
Blood,ResNet,3,0.01,LAMP-Merge,271,4,0.665953,41.295437,0.00404565,0.00009420,0.05732750,0.00310091,0.91492838,0.00000954,0.00003343,0.02046041
Blood,ResNet,3,0.01,LAMP-Merge,272,6,-44.962898,-65.906662,0.00005570,0.17783360,0.00009308,0.00193805,0.00012005,0.00182044,0.81813908,0.00000003
Blood,ResNet,3,0.01,LAMP-Merge,273,6,-38.316833,-73.085579,0.00000022,0.27688178,0.00001898,0.00014151,0.00000072,0.00021795,0.72273886,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,274,6,-34.141029,-70.732513,0.00036843,0.22435571,0.00001479,0.02168970,0.00035229,0.11913534,0.63408369,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,275,3,50.572937,28.280188,0.01541733,0.00067780,0.00000000,0.53084129,0.00000795,0.45304912,0.00000648,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,276,3,73.653023,-17.557673,0.00299507,0.00011747,0.00002609,0.96784079,0.00063911,0.02833052,0.00005097,0.00000002
Blood,ResNet,3,0.01,LAMP-Merge,277,0,30.013342,26.673048,0.48331162,0.02139639,0.00000096,0.02105439,0.00493830,0.46680412,0.00249414,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,278,3,51.109718,28.561766,0.00408672,0.00249534,0.00000664,0.56394643,0.00058882,0.42759001,0.00128602,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,279,1,12.185839,-87.322723,0.00030668,0.92081892,0.00000054,0.03390411,0.00007313,0.02846508,0.01643165,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,280,4,-4.136507,37.797688,0.00228059,0.00005702,0.00885855,0.00182115,0.98223752,0.00000875,0.00001731,0.00471905
Blood,ResNet,3,0.01,LAMP-Merge,281,3,-16.717264,-86.939903,0.00000141,0.69353378,0.00119288,0.00666405,0.00027091,0.00008521,0.29825103,0.00000069
Blood,ResNet,3,0.01,LAMP-Merge,282,4,-4.583406,37.113953,0.00187366,0.00011174,0.00217810,0.00726525,0.98832589,0.00015720,0.00002928,0.00005875
Blood,ResNet,3,0.01,LAMP-Merge,283,0,23.054317,25.437752,0.90668911,0.00103768,0.00000206,0.01322741,0.00308255,0.07587843,0.00008268,0.00000011
Blood,ResNet,3,0.01,LAMP-Merge,284,3,69.391518,-27.476095,0.00333481,0.00007444,0.00000003,0.98649639,0.00003789,0.01005500,0.00000141,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,285,6,-66.532219,-32.938747,0.00000264,0.02368287,0.00000600,0.00004060,0.00000300,0.00076242,0.97550231,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,286,0,19.603281,21.019716,0.98355258,0.00000716,0.00000004,0.01016454,0.00021134,0.00606406,0.00000030,0.00000001
Blood,ResNet,3,0.01,LAMP-Merge,287,1,-4.423280,-94.002686,0.00001582,0.83471769,0.00034218,0.00218825,0.00073238,0.00014423,0.16185321,0.00000621
Blood,ResNet,3,0.01,LAMP-Merge,288,1,-10.049337,-78.876076,0.01494428,0.61220485,0.00005434,0.28186610,0.00516476,0.04796220,0.03780340,0.00000010
Blood,ResNet,3,0.01,LAMP-Merge,289,5,46.099464,3.578277,0.00011890,0.00003330,0.00000006,0.00517063,0.00000649,0.99459308,0.00007751,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,290,3,43.155651,12.425336,0.00427141,0.00004243,0.00000000,0.04470032,0.00003625,0.95094919,0.00000041,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,291,2,-64.204346,50.624393,0.00000027,0.00015416,0.99764568,0.00000663,0.00007856,0.00000011,0.00183165,0.00028296
Blood,ResNet,3,0.01,LAMP-Merge,292,4,-0.274583,36.233688,0.03671667,0.00000126,0.00020904,0.00090163,0.96200877,0.00001926,0.00000032,0.00014296
Blood,ResNet,3,0.01,LAMP-Merge,293,4,8.164331,41.244267,0.00992697,0.09926790,0.00854141,0.20499405,0.66995323,0.00201499,0.00368493,0.00161659
Blood,ResNet,3,0.01,LAMP-Merge,294,3,71.504471,-43.949856,0.00018641,0.00057339,0.00007825,0.99750298,0.00128922,0.00027983,0.00008907,0.00000084
Blood,ResNet,3,0.01,LAMP-Merge,295,7,-77.345383,29.309658,0.00127810,0.00510427,0.21984735,0.00195745,0.13222674,0.00012679,0.00240178,0.63705760
Blood,ResNet,3,0.01,LAMP-Merge,296,3,70.693596,-29.569473,0.00582557,0.00227618,0.00002319,0.98861527,0.00124102,0.00189097,0.00012776,0.00000014
Blood,ResNet,3,0.01,LAMP-Merge,297,3,3.851887,48.054733,0.00092918,0.00757065,0.40959811,0.10947493,0.40106028,0.00013232,0.02046595,0.05076861
Blood,ResNet,3,0.01,LAMP-Merge,298,1,20.364836,-87.458031,0.00000217,0.99100280,0.00001095,0.00229870,0.00004178,0.00011163,0.00653196,0.00000000
Blood,ResNet,3,0.01,LAMP-Merge,299,6,-64.605141,-37.567131,0.00000094,0.02849340,0.01041827,0.00008145,0.00021672,0.00000092,0.95941854,0.00136985
Blood,ResNet,3,0.01,LAMP-Merge,300,0,18.423437,17.862700,0.99945647,0.00000008,0.00000008,0.00007919,0.00041512,0.00004904,0.00000002,0.00000002
Blood,ResNet,3,0.01,LAMP-Merge,301,2,-64.708511,41.924282,0.00000003,0.00000009,0.96101010,0.00000068,0.00008501,0.00000000,0.00000012,0.03890406
Blood,ResNet,3,0.01,LAMP-Merge,302,0,20.190117,24.506321,0.94606543,0.00057776,0.00001323,0.03263121,0.01113088,0.00952053,0.00006065,0.00000024
Blood,ResNet,3,0.01,LAMP-Merge,303,1,19.079651,-88.418228,0.00000245,0.97996485,0.00018534,0.00022796,0.00003753,0.00001164,0.01957011,0.00000013
Blood,ResNet,3,0.01,LAMP-Merge,304,7,-86.340393,9.482508,0.00000239,0.00000405,0.01037922,0.00000263,0.00049848,0.00000001,0.00001139,0.98910195
Blood,ResNet,3,0.01,LAMP-Merge,305,1,15.702491,-89.595421,0.00008856,0.95848489,0.00011550,0.00558235,0.00409218,0.00175366,0.02988257,0.00000032
Blood,ResNet,3,0.01,LAMP-Merge,306,1,-17.413927,-86.296906,0.00001595,0.67471671,0.00001546,0.00974817,0.00001513,0.00449502,0.31099352,0.00000001
Blood,ResNet,3,0.01,LAMP-Merge,307,6,-57.469624,-44.018669,0.00001180,0.05927867,0.00026257,0.00055896,0.00006362,0.00025093,0.93957299,0.00000052
