dataset,backbone,num_clients,beta,method,sample_index,true_label,tsne_x,tsne_y,prob_0,prob_1,prob_2,prob_3,prob_4,prob_5,prob_6,prob_7
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,150,1,-10.229590,-91.263718,0.00000273,0.81399024,0.00413856,0.00282309,0.00076727,0.00000983,0.17825420,0.00001411
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,151,6,-56.586250,-38.631359,0.00000000,0.04870883,0.00002321,0.00000140,0.00000014,0.00000006,0.95126426,0.00000204
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,152,2,-56.789352,49.129536,0.00001027,0.00075020,0.96504921,0.00062444,0.03221318,0.00003041,0.00126755,0.00005472
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,153,1,37.594429,30.679785,0.00050677,0.23329329,0.00000002,0.00391053,0.00001748,0.74146116,0.02081080,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,154,0,17.377825,22.561325,0.98561293,0.00000135,0.00000027,0.00188089,0.00364130,0.00886299,0.00000023,0.00000008
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,155,6,-50.024895,-51.240368,0.00000011,0.09244556,0.00002715,0.00022082,0.00000419,0.00007978,0.90722239,0.00000001
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,156,1,-10.175800,-91.368126,0.00000358,0.81849325,0.00001507,0.00041273,0.00005405,0.00004959,0.18097167,0.00000013
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,157,7,-88.862679,6.434509,0.00000019,0.00000004,0.00450825,0.00000035,0.00007870,0.00000000,0.00000007,0.99541241
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,158,4,-1.767685,42.007122,0.00424224,0.00004177,0.04285168,0.00410677,0.91258162,0.00000664,0.00001346,0.03615583
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,159,1,-12.702805,-89.735100,0.00058775,0.78507030,0.00061634,0.00143468,0.00589967,0.00159811,0.20387648,0.00091665
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,160,1,-4.878685,-92.009247,0.00005516,0.84822798,0.00000777,0.01140709,0.00012015,0.01218901,0.12799294,0.00000002
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,161,3,41.923645,12.568149,0.00000929,0.00249008,0.00000000,0.00749900,0.00000011,0.98936522,0.00063637,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,162,1,30.299505,26.335464,0.35327834,0.04286865,0.00000958,0.00326153,0.00055215,0.56390011,0.03612933,0.00000026
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,163,3,65.425797,31.081165,0.06127752,0.08695813,0.00400067,0.66691715,0.07637872,0.03054218,0.07357103,0.00035454
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,164,0,15.701168,19.300369,0.99925083,0.00000001,0.00000006,0.00001889,0.00072438,0.00000585,0.00000000,0.00000002
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,165,7,-77.276947,28.700987,0.00000009,0.00000468,0.18586187,0.00000068,0.00051769,0.00000000,0.00003511,0.81357992
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,166,1,5.178021,-90.264885,0.00300762,0.90605021,0.00003651,0.01317821,0.00416148,0.01682795,0.05673744,0.00000049
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,167,6,-56.684219,-46.928631,0.00003255,0.04055098,0.04930347,0.00558215,0.01032291,0.00016003,0.89402175,0.00002615
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,168,7,-94.618881,-15.120080,0.00000000,0.00000000,0.00034554,0.00000000,0.00000084,0.00000000,0.00000000,0.99965358
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,169,5,54.537785,27.756960,0.00068377,0.01933955,0.00000064,0.69736665,0.00035201,0.28182608,0.00043127,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,170,3,45.416939,27.142490,0.00799434,0.00000419,0.00000000,0.33854061,0.00000984,0.65345091,0.00000006,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,171,7,-94.693962,-10.465100,0.00000003,0.00000001,0.00058336,0.00000002,0.00002622,0.00000000,0.00000003,0.99939036
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,172,3,62.974361,9.272727,0.00057102,0.00274817,0.01713354,0.84694403,0.13113967,0.00041051,0.00073421,0.00031887
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,173,6,-28.386406,-76.101402,0.00004568,0.45618221,0.01474203,0.01633039,0.00144605,0.00009327,0.51113373,0.00002663
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,174,5,-3.420265,-85.752975,0.00210711,0.78548813,0.00000673,0.05773757,0.00171607,0.07508826,0.07785579,0.00000037
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,175,5,43.266106,3.401664,0.00004123,0.00000697,0.00000000,0.00010675,0.00000024,0.99984097,0.00000364,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,176,6,-49.196728,-52.981884,0.00000002,0.10107860,0.00036398,0.00004895,0.00000198,0.00000495,0.89850122,0.00000021
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,177,6,-40.880306,-67.015793,0.00000015,0.23534222,0.00038481,0.00008169,0.00001484,0.00000044,0.76417005,0.00000574
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,178,6,-38.622604,-58.770000,0.00000601,0.07675736,0.13285269,0.00174396,0.00095191,0.00000106,0.75757009,0.03011692
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,179,1,-74.833237,30.594624,0.00000210,0.01159087,0.29790801,0.00005737,0.00399264,0.00000009,0.02258501,0.66386390
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,180,1,1.956525,49.346710,0.00039100,0.12858656,0.37061003,0.01580248,0.32079008,0.00002066,0.07315861,0.09064053
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,181,7,-82.839218,19.962107,0.00001274,0.00001261,0.02921568,0.00010090,0.00305083,0.00000009,0.00000592,0.96760118
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,182,7,-70.441963,34.955723,0.01286268,0.00000703,0.64960057,0.00522004,0.06179571,0.00000685,0.00001683,0.27049029
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,183,1,-21.405355,-81.935371,0.00000860,0.64061189,0.00001037,0.00374873,0.00003133,0.00062527,0.35496366,0.00000009
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,184,7,-82.768143,20.065056,0.00001331,0.00000378,0.02996423,0.00001791,0.00280749,0.00000003,0.00000585,0.96718740
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,185,1,3.898442,-88.972572,0.00591891,0.89024425,0.00026749,0.06526021,0.00814264,0.00888913,0.02127695,0.00000032
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,186,5,42.326530,25.818407,0.02799650,0.00004479,0.00000007,0.21529558,0.00041960,0.75624055,0.00000292,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,187,4,-65.683403,40.407887,0.00000071,0.00017805,0.93790704,0.00032503,0.00607585,0.00000016,0.00010808,0.05540508
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,188,2,-69.553101,36.011406,0.00000142,0.00002699,0.76833463,0.00001837,0.00113685,0.00000010,0.00041496,0.23006663
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,189,5,41.553928,24.942383,0.00400691,0.00010193,0.00000000,0.17384458,0.00055178,0.82149422,0.00000052,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,190,7,-85.115067,15.230626,0.00000280,0.00001827,0.01485992,0.00000163,0.00121548,0.00000001,0.00003242,0.98386937
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,191,1,-23.631105,-79.712334,0.00000215,0.58945984,0.00093615,0.00104727,0.00005618,0.00006066,0.40843776,0.00000003
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,192,6,-71.855576,32.952419,0.00028351,0.01455725,0.47742143,0.00283372,0.06201548,0.00001889,0.06917376,0.37369600
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,193,3,37.195362,34.145142,0.00040120,0.24835972,0.00000045,0.17384265,0.00002939,0.52119660,0.05616997,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,194,6,-33.804684,-72.683098,0.00000229,0.34901193,0.00000418,0.00480120,0.00000607,0.00120931,0.64496505,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,195,2,-64.622849,51.293358,0.00000029,0.00003604,0.99910104,0.00001444,0.00011023,0.00000004,0.00017648,0.00056138
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,196,7,-84.263824,16.700478,0.00000041,0.00000017,0.01881478,0.00000118,0.00037400,0.00000000,0.00000015,0.98080945
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,197,3,39.992340,19.923361,0.00577462,0.00042242,0.00000109,0.05519542,0.00067488,0.93782866,0.00010301,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,198,1,-24.219419,-79.233444,0.00000322,0.57351559,0.00002999,0.00015194,0.00000576,0.00089526,0.42539817,0.00000008
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,199,7,-90.031349,4.052523,0.00000002,0.00000004,0.00323181,0.00000005,0.00007713,0.00000000,0.00000023,0.99669075
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,200,6,-41.976322,-65.818398,0.00000042,0.21604379,0.00042984,0.00042205,0.00001069,0.00005184,0.78304136,0.00000001
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,201,4,-2.591807,39.850594,0.00092335,0.00133124,0.01276030,0.01726360,0.96096057,0.00044814,0.00111899,0.00519385
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,202,5,26.193197,28.946346,0.66911632,0.00000868,0.00010597,0.03594673,0.00951622,0.28522155,0.00008447,0.00000008
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,203,3,54.210331,31.245779,0.21043888,0.00000062,0.00000005,0.54692072,0.00064022,0.24199940,0.00000006,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,204,6,-61.013165,-35.853222,0.00000013,0.03749137,0.00007990,0.00016341,0.00000562,0.00002479,0.96223480,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,205,6,-46.065552,-58.755325,0.00004356,0.13019308,0.00744019,0.01195726,0.00148875,0.00007980,0.84869361,0.00010380
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,206,1,-7.142594,-86.532494,0.00335583,0.81279230,0.00033892,0.07604922,0.00651926,0.00208324,0.09885900,0.00000222
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,207,6,-38.222633,-69.618294,0.00000437,0.27267832,0.00000799,0.00140955,0.00000755,0.00514182,0.72075039,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,208,0,11.040212,43.782433,0.00428067,0.00802314,0.01854892,0.49443915,0.24729159,0.00001093,0.00095537,0.22645019
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,209,3,-24.188681,-79.210709,0.00000512,0.56784177,0.00111539,0.01026080,0.00079158,0.00007509,0.41990948,0.00000076
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,210,1,-39.903751,-67.943886,0.00002255,0.24446929,0.00000452,0.00429165,0.00000609,0.00330612,0.74789983,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,211,1,43.076862,13.298126,0.00015150,0.01049276,0.00000000,0.00063115,0.00000074,0.98821986,0.00050394,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,212,1,-10.907485,-82.777412,0.00203310,0.61945367,0.11474225,0.10095344,0.10139342,0.00071041,0.06051476,0.00019902
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,213,5,42.023556,25.729788,0.00070569,0.03757525,0.00000012,0.18438973,0.00007946,0.76049918,0.01675055,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,214,6,-26.451603,-77.610489,0.00000599,0.52100277,0.00003642,0.00166719,0.00005726,0.00132220,0.47590819,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,215,6,-47.508270,-56.008575,0.00000018,0.11369098,0.01063511,0.00003180,0.00002282,0.00000124,0.87557536,0.00004253
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,216,0,21.888287,28.684891,0.81803572,0.00023236,0.00000189,0.03637204,0.02398402,0.12136865,0.00000523,0.00000002
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,217,2,-62.317459,50.908424,0.00002306,0.00013731,0.99464536,0.00003728,0.00066860,0.00002548,0.00434571,0.00011723
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,218,6,-48.300175,-54.862980,0.00000054,0.11092901,0.00013774,0.00083938,0.00001033,0.00007892,0.88800400,0.00000002
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,219,5,64.522659,6.045944,0.00437908,0.00154073,0.00089557,0.90953851,0.08111569,0.00189343,0.00032423,0.00031278
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,220,3,47.625813,27.828989,0.03885225,0.00100616,0.00000013,0.44142938,0.00017715,0.51849860,0.00003639,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,221,1,-2.434993,-93.235001,0.00000112,0.87918341,0.00000802,0.00198202,0.00001450,0.00021065,0.11860026,0.00000001
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,222,1,3.836020,-89.374023,0.00042395,0.88898498,0.00025122,0.05292133,0.00454971,0.00384838,0.04902010,0.00000037
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,223,2,-75.482376,29.795042,0.00002635,0.00000449,0.24437046,0.00033651,0.04431885,0.00000002,0.00000403,0.71093929
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,224,6,-68.111534,-35.079075,0.00000169,0.02136376,0.00008065,0.00000512,0.00002940,0.00024957,0.97826946,0.00000017
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,225,3,27.957872,30.518684,0.49454275,0.00127432,0.00000171,0.25245863,0.01320710,0.23842564,0.00008989,0.00000002
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,226,3,72.426071,-2.996585,0.00643172,0.04159527,0.00020898,0.93713200,0.00528212,0.00274568,0.00659933,0.00000494
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,227,7,-87.427956,10.958247,0.00000795,0.00000038,0.00744929,0.00000149,0.00110302,0.00000000,0.00000057,0.99143726
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,228,7,-81.286087,22.922384,0.00000180,0.00008768,0.05296776,0.00000527,0.00053598,0.00000032,0.00047913,0.94592208
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,229,3,54.079807,27.946980,0.02731226,0.00002612,0.00000001,0.68047404,0.00028610,0.29190117,0.00000029,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,230,6,-37.134464,-65.428726,0.00410862,0.12740251,0.00013175,0.09361877,0.00040328,0.04125124,0.73308378,0.00000006
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,231,7,-94.224770,-19.373857,0.00000000,0.00000000,0.00009659,0.00000000,0.00000086,0.00000000,0.00000000,0.99990249
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,232,6,-30.915243,-72.539642,0.00001870,0.36189345,0.00000013,0.00266296,0.00000133,0.08638192,0.54904151,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,233,3,53.779041,27.931433,0.01352959,0.00012587,0.00000062,0.67874026,0.00010044,0.30749536,0.00000795,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,234,1,-5.380486,-89.171867,0.00171454,0.80766928,0.00482266,0.00242441,0.05597227,0.00071848,0.12310829,0.00357009
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,235,3,81.210312,-8.288954,0.00028293,0.00016000,0.00000003,0.94788355,0.00001175,0.05165379,0.00000795,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,236,7,-93.479828,-4.148146,0.00000000,0.00000000,0.00128722,0.00000000,0.00000428,0.00000000,0.00000003,0.99870849
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,237,7,-94.550919,-8.471498,0.00000001,0.00000002,0.00073299,0.00000004,0.00003557,0.00000000,0.00000003,0.99923146
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,238,0,8.320773,36.398685,0.33863625,0.00040840,0.00018585,0.06230871,0.59649652,0.00192175,0.00004217,0.00000030
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,239,6,-56.214397,-41.182415,0.00031580,0.04742248,0.00056755,0.01020385,0.00174360,0.00143545,0.93831128,0.00000003
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,240,0,62.872967,19.279646,0.18714389,0.03034598,0.00004130,0.64738667,0.11238827,0.02243777,0.00025603,0.00000011
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,241,3,63.089523,32.563923,0.00146546,0.06360727,0.00533638,0.59357542,0.07462758,0.01859513,0.24275686,0.00003589
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,242,6,-27.334322,-77.070282,0.00000022,0.50053054,0.00027936,0.00065596,0.00001194,0.00000318,0.49851832,0.00000043
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,243,5,36.305729,19.127317,0.04632976,0.00107017,0.00002075,0.01854563,0.00189661,0.93175161,0.00038493,0.00000048
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,244,0,23.222046,28.756155,0.76579177,0.00005941,0.00000000,0.00745550,0.00100117,0.22569162,0.00000056,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,245,6,-15.736433,61.936916,0.00005723,0.08723091,0.46991381,0.00812303,0.05255179,0.00000620,0.34219998,0.03991712
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,246,6,-58.248913,-37.429325,0.00000046,0.04309475,0.00000048,0.00007436,0.00000120,0.00117071,0.95565796,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,247,1,-2.350065,-90.451302,0.00007573,0.85175568,0.00417169,0.02324177,0.03232615,0.00014658,0.08814283,0.00013948
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,248,6,-35.367805,-58.615803,0.02449296,0.00675903,0.31312060,0.00605691,0.05106252,0.00253022,0.50517923,0.09079851
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,249,5,37.297897,16.060013,0.02873241,0.00000103,0.00000000,0.00090014,0.00026101,0.97010529,0.00000010,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,250,3,64.515816,6.635131,0.00303052,0.01882234,0.00869675,0.88947833,0.07663246,0.00024679,0.00136659,0.00172612
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,251,7,1.550407,47.191490,0.00788171,0.00003778,0.27792045,0.00417160,0.49812260,0.00000186,0.00003282,0.21183115
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,252,6,-41.112465,-66.782753,0.00000085,0.23135976,0.00012198,0.00030901,0.00009594,0.00006101,0.76805127,0.00000022
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,253,7,-88.562347,7.339770,0.00000043,0.00000725,0.00511786,0.00000034,0.00022444,0.00000000,0.00005401,0.99459571
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,254,1,18.904200,-88.340790,0.00000182,0.98516375,0.00000003,0.00371075,0.00000507,0.00694096,0.00417765,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,255,3,72.580246,-39.314907,0.00024309,0.00098470,0.00000045,0.99494618,0.00002418,0.00375702,0.00004442,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,256,6,-51.679173,-46.661346,0.00000361,0.07255177,0.00011141,0.00363040,0.00000956,0.00025076,0.92344242,0.00000004
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,257,1,-6.695879,-84.622086,0.00022726,0.74805260,0.00117677,0.20649420,0.00507751,0.00236934,0.03660222,0.00000010
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,258,1,-3.589957,-93.251251,0.00000009,0.87068540,0.00000613,0.00017423,0.00000415,0.00019215,0.12893784,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,259,2,-32.352097,63.049690,0.00062745,0.00543073,0.82634056,0.00227453,0.15834887,0.00002051,0.00165696,0.00530040
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,260,6,-62.012257,-37.992855,0.00047360,0.02475011,0.00038356,0.00801822,0.00304577,0.00589465,0.95741838,0.00001565
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,261,5,41.923229,26.028656,0.08693571,0.00000209,0.00000003,0.17577583,0.00011605,0.73716992,0.00000033,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,262,7,1.327237,46.485764,0.00536487,0.00007092,0.18319064,0.00282433,0.62752879,0.00000401,0.00001252,0.18100393
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,263,4,-3.992183,38.356075,0.00998982,0.00017546,0.00960140,0.00710040,0.97173327,0.00003271,0.00006744,0.00129961
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,264,6,-32.568390,-73.412979,0.00000327,0.37448227,0.00002765,0.00011284,0.00002984,0.01128615,0.61405796,0.00000002
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,265,7,-92.084732,0.013324,0.00000002,0.00000001,0.00207427,0.00000010,0.00002640,0.00000000,0.00000003,0.99789917
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,266,3,31.026318,25.590609,0.30933526,0.00001250,0.00000000,0.04580981,0.00009787,0.64474446,0.00000006,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,267,7,-94.545609,-15.765355,0.00000000,0.00000000,0.00031576,0.00000000,0.00000069,0.00000000,0.00000000,0.99968362
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,268,5,81.399940,-7.973918,0.00017091,0.00126559,0.00000015,0.94211668,0.00006534,0.05636739,0.00001393,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,269,4,15.262927,33.373447,0.66534454,0.00000734,0.00000584,0.01172294,0.30493549,0.01798328,0.00000047,0.00000012
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,270,6,-40.065628,-67.794144,0.00000618,0.24455135,0.00095765,0.00290352,0.00041338,0.00006446,0.75110191,0.00000153
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,271,4,-1.469916,41.613892,0.00286593,0.00005193,0.04846090,0.00215804,0.93029308,0.00000504,0.00001720,0.01614788
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,272,6,-44.977730,-61.631939,0.00002993,0.16365603,0.00005176,0.00131958,0.00006791,0.00132868,0.83354604,0.00000001
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,273,6,-38.818325,-69.170982,0.00000008,0.26430231,0.00000956,0.00008150,0.00000029,0.00013188,0.73547441,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,274,6,-35.676727,-66.141747,0.00023093,0.21562864,0.00000748,0.01783911,0.00022015,0.11295068,0.65312296,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,275,3,49.550636,27.897636,0.01206543,0.00043069,0.00000000,0.52596331,0.00000375,0.46153376,0.00000302,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,276,3,72.579163,-20.053270,0.00204953,0.00006477,0.00001302,0.97351211,0.00039454,0.02393943,0.00002658,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,277,0,28.870775,27.746504,0.48127490,0.01730784,0.00000040,0.01701313,0.00362269,0.47903296,0.00174821,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,278,3,50.390541,27.911289,0.00295976,0.00174866,0.00000313,0.56723225,0.00037477,0.42681912,0.00086226,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,279,1,11.750832,-87.765808,0.00018264,0.93519580,0.00000021,0.02762967,0.00003958,0.02419224,0.01275990,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,280,4,-6.209109,37.865395,0.00153004,0.00002991,0.00650594,0.00120361,0.98739421,0.00000460,0.00000839,0.00332326
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,281,3,-18.573196,-84.768738,0.00000060,0.70670891,0.00079519,0.00498219,0.00016360,0.00005610,0.28729311,0.00000028
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,282,4,-6.612725,37.218250,0.00123809,0.00006119,0.00145378,0.00525478,0.99184942,0.00009740,0.00001466,0.00003082
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,283,0,20.372421,26.963129,0.92044985,0.00067068,0.00000088,0.01013031,0.00214235,0.06656078,0.00004514,0.00000004
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,284,3,72.176170,-28.670378,0.00228888,0.00003965,0.00000001,0.98944014,0.00001929,0.00821144,0.00000058,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,285,6,-69.286415,-35.082615,0.00000113,0.01858510,0.00000271,0.00002084,0.00000130,0.00051914,0.98086977,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,286,0,16.954971,22.321089,0.98790181,0.00000327,0.00000001,0.00752686,0.00012088,0.00444718,0.00000011,0.00000000
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,287,1,-6.439442,-92.694313,0.00000780,0.84998256,0.00020716,0.00149923,0.00046647,0.00009409,0.14773975,0.00000288
bloodmnist_224,ResNet,3,0.01,LAMP-Merge,288,1,-12.122334,-77.452431,0.01204516,0.63200581,0.00003012,0.27631783,0.00387817,0.04330883,0.03241406,0.00000004
